shop new arrivals,what new dresses do you have for fall?
shop new arrivals,I need to find new reebok shoes
shop new arrivals,what is new for original penguin
customer support,As what is the point in a parcel shop that’s closed on a normal business day!
customer support,Gosh paid for this u know weary face
customer support,And three calls to customer care in South Africa?!! Disgusted
customer support,Got a little tube off the mask cream in pink bottle
customer support,and is the delivery free?
customer support,Have you got the number?
customer support,Great! So for concealer I was colour matched with Light Golden and foundation was colour matched with 6.5 Buttermilk. I currently have a tan so bought another concealer in Medium Petal which looks better and is providing better coverage
customer support,but i think i should have bought the lotion
customer support,Could I reordered the product
customer support,Gosh the first clique girl told me to use the anti-red make up but I found this too heavy . So I went back and the new assistant told me to try the even better ? So maybe I should try the super balanced make up for it doesn't look the same as my old foundation and seems quite greasy
customer support,Has the formula changed or have I got a faulty product?
customer support,and i have bought a serum for the dark spots
customer support,Apprectiate for the time & customer care :)
customer support,"also, do you have to pay for delivery online?"
customer support,Able to get refund if I get reaction though. As have with some Clinique products with spf. Thank you.
customer support,all 3 assistants at all 3 counters said this
customer support,"Hi, I am 35 years old and I’ve never used any products on my face , recently I’ve started using Anti aging products Arbonne but my skin got dry nd flaky, I have stopped using those products, I wanna use Clinique products but I am not sure which anti aging products I should use for wrinkles and fine lines"
customer support,amazing! So I don't have to pay anything additional for the warranty
customer support,Are will eligiable for a refund as the branch in Westfield were very rude and gave no help
customer support,and i have not had any delivery status update since
customer support,do I have to pay for the new one to be sent out?
customer support,After trying it a full refund?
customer support,and the ETA for delivery for me please
customer support,And what's the price and delivery please here?
customer support,But payment has been taken from my bank
customer support,do you recommend buying and then contacting?
customer support,"clinique has now refunded me, but only refunded £19.99"
customer support,But thank you for your assistance.. I’ll contact them in the morning
customer support,"and the only way how to contact Consumer Care Team is the phone call, yes?"
customer support,excellent. how do i go about cancel ling the appointment i cannot make?
customer support,Can I get a refund after I have opened and tried the product once or twice?
customer support,"As I have now purchased powder (which I have never had to use) I think I should give the foundation I have now another go in the ivory, you see you do not need powder for the redness solution. How do you use the mix to make it darker?"
customer support,but I picked up the anti blemish foundation in shade 15
customer support,"Can I use that without foundation, been buying Clinique for 15yrs now, bought 2 lots of powder last year, and foundation one for summer and one dor winter. But I would like an all in one powder. I have a lot of red spots on my face which I am very conscious about. I was told I had skin type 2."
customer support,"Have tried shaking it also the Clinique girl in boots did and agreed it has gone like water ,It was her who told me to contact you as it shouldn't be like it"
customer support,.. refund in 14 days?
customer support,Does it show what foundation I bought ?
complementary,"Ok, so which of these foundations I have will go with this powder if need be?"
complementary,"What colour foundation would go with the Ivory, I have 58 Honey and No 4 in moisture surge foundation?"
complementary,So I can use that under the uplifting creams
complementary,"also, I would like to try the all about eyes concealer, what is the best shade to go with the Alabaster foundation?"
complementary,Hi what is the best sheer powder to wear over a foundation for dry skin
complementary,"They look perfect, Im going to ask for the intense cafe shade for christmas! i may get the intense blush shade to go with another lipstick i have too!"
complementary,do u know if it can be used together with a BHA exfoliant
complementary,One that would go with the foundation
complementary,can you tell me which shade power is best to go with super balance 02 fair foundation?
complementary,I was wondering if it can be used with any cleanser
complementary,"Ok, so I would use that under the cream you recommended above right? Is the dramatically different moisturizing lotion for dry skin?"
complementary,The one you can use with the sonic system
complementary,"That's why im asking you, because I don't have one, so thought you could give me a shade that could go with the ones I gave to compare"
complementary,great so as she uses the 3 step already which should she go for the serum or fit?
complementary,"Okay great thank you, can I use this with a spot moisturizer?"
complementary,can i use the brush with my routine
complementary,could i use this with a cleansing brush
complementary,could do with that!
complementary,do i need anything else to complete my look
complementary,I need a new brush for my clinique brush
customer support,"And then I saw 3 samples free on payday, which I didn't know about!"
customer support,can i contact them online?
customer support,"Erm, no I received an email but it doesn't mention that just that I can get free next day delivery?"
customer support,Can I not just get a refund I can send photos
customer support,customer service was fab
customer support,But will also contact gone but not forgotten
customer support,email said to contact store
customer support,do you do saturday delivery
customer support,Are there any local shops that I could pick it up from or anywhere that would have stock for next day delivery so I could have it in the new year?
customer support,free delivery too great
customer support,But I thought this was customer care
customer support,Do you know how I could contact them?
customer support,Can you sort this as I’m not able to contact them
customer support,"Got a quick question for you regarding a product, and more specifically, the Turnaround Revitalising Serum"
customer support,Free delivery. I'll ring the customer services during my lunch break. Thank you.
customer support,Good. I bought the serum - love that. Had a sample of the night cream too
customer support,"Dawn, I am sorry but a friend has just arrived. I will contact later on, after dinner."
customer support,do you do international delivery
customer support,Fab thank you .have you got any full coverage liquid foundation which would be suitable?
customer support,"Hello ,I've just purchased online from Debenhams your even better foundation in colour honey and it's a lot darker than before and the code is cn58 -has this changed recently"
customer support,"Got my daughter the sonique brush last year as her xmas gift in fancy box plus 2 gift items for £75-£79. She threw the box (with the receipt in) away in the summer and it has stopped charging....she has the instructions, and has been given a new head for it for xmas by my sister in the States - not thinking the brush/charger would die - she believes it's the brush. What can you do to help? I always pay cash for xmas presents that I save through the year- so there's nothing on my bank statement. In the cause of great customer relations and care, CAN you HELP?!!!!!!! x"
customer support,don't worry l will get a refund and stick with max factor .
customer support,"Hello, I attended a counter today following a trial of foundation which I have totally loved and decided to purchase. At the counter I explained this and said that I couldn’t remember which type of foundation it was but I remember that it was a 9. She asked me when I had the trial and I said about 2 weeks ago so she said it will be the new one to which I said that I knew it was not the new one as I don’t like a shine. She said that 9 seemed too dark for me and said that it was this one selecting beyond perfecting then took it straight to the till and rang it through. I said can I check as I don’t want a thick foundation but a light medium cover that controls oil. She told me to “just use less” I went on to ask about buying something else to obtain the free bag but she just pointed to the card machine. I paid and left. I’m now home and this is definitely not the foundation I need as it is the wrong colour and certainly too thick please can you help?"
customer support,"Hello, can you tell me what the delivery time is for Chemistry to be delivered to the UK"
customer support,Hello Pamela I am trying to track down a mini lip gloss I have from Clinique called cherry bomb 09?
customer support,Hello i have purchased the 3 step anti blemish kit
customer support,Hello I purchased the sonic facial wash but unfortunately the bottle keeps leaking I’m really disappointed
customer support,"Hello, I recently bought a clinge mascara and I have had a very bad eye reaction to the mascara. I was wondering if I could get a refund please? I bought it at a boots shop however I no longer have the receipt. Please can you advise on what I can do? I can also send any photos of my eye reaction to the mascara. Many thanks, Ceris"
customer support,"Hello, I was just contacting you to enquire about your even better glow foundation. I would like to try a sample of this product as not all foundations suit my skin, however my issue is that the nearest clinque counter is over 100 miles from where I live, so I wish to enquire if there is any other way of taking advantage of the free 10-day sample offer?"
customer support,"Hello, I am sorry to contact you for this request, however, I have recently become sensitive to some perfumes which results in ITCHINESS and a rash when applying. i love to wear perfume and have had to ERADICATE certain products. I am contacting you today to see if you may be able to send me some of your samples to slowly try and identify which ones might be suitable. I miss my perfumes. thank you"
customer support,"Hello Yvonne please can I have some advice. My daughter is 17 and has been using anti blemish products for two years. I have bought her anti blemish face wash but not the mousse as previously used the assistant gave me the gel which I didn't realise until I got home, however her skin has become very dry and her spots are quite red does this mean that possibly the gel does not agree with her? Thank you."
customer support,Hello Pamela - I arrived home today to find my parcel has not arrived. I was surprised as I selected next day delivery and ever
customer support,"hello, I bought a sonic cleansing system and the brush is not charging"
customer support,"Hello Dawn, earlier today I purchased a couple of products from boots. I feel I have been poorly advised, I’ve purchased an under eye concealer in the shade the advisor recommended, having tried this at home it looks awful, very orange and definitely not the right shade for my skin. I also purchased a powder foundation which I was recommended over a different product I’d gone in to purchase and I’m very unhappy with this too. Again the shade is very orange. I’ve used the tiniest amount and my face looks caked. I did explain the products I was currently using and wanted something which would offer similar coverage."
customer support,Hello. Can I report a delivery problem to you or is there another way you would like me to contact you?
customer support,"Hello,i am hoping you can help me find a lipstick similar in colour to a lipstick I bought from Clinique some time ago"
customer support,"Hello! Sorry to contact you with something like this, but I was wondering if you give out samples of any of the products in the 3 step combo oily skin set (50ml Liquid Facial Soap100ml Clarifying Lotion30ml Dramatically Different Moisturizing Gel"
customer support,Hi I emailed customer services on Sunday but have not heard back - it was regarding a visit to a Clinique counter
customer support,"Hello, I'm a midwife holding a fundraising Christmas event in December raising funds for the Royal Devon and Exeter NHS RCM branch. The branch will use all is fundraised money to provide equipment, training, hold courses, support student midwives and provided little treats to midwives and support staff when needed. I'm just very cheekily seeing if you would be able to donate to the raffle? Happy to cover postage costs. The link to the event is below. https://www.facebook.com/events/897113823775832/?ti=iclMany thanks, Laura Doolan"
customer support,Hello! I would like to ask whether it is possible to have a delivery abroad?
customer support,Hello. I bought a clinque spf30 virtu-oil body mist last year in jade and used in in september. I am wondering if it will still be okay for me to use this year and offer the same protection as a new product as it is very expensive and i have used less than half.
customer support,Hey I was wondering if theirs a email I can contact regarding blog colab
customer support,Hey. I've been to Boots and she suggested that I contact you. I have a clinique soap bar in anti blemish but it should be mild. I was bought the wrong soap by accident but it's a small bar and boots can't swap it. Any ideas?
customer support,"hello, ive bought the sonic system cleanser from american and it has the american charger base."
customer support,"hello, I've got a sonic face brush and it won't charge. I've tried it with another charger and it won't turn on or the light show up"
customer support,Hello. I have previously bought your super balanced makeup foundation in 06 silk cream chamois. I have looked tonight and 06 is a different colour. Is 04 the same as what I have bought previously?
customer support,"Hello, we bought a product from Clinique around 4/5 months ago and we have the receipt for it as well however during these months my mum has revived no improvements at all! When we bought the product the lady who served us said to us that it is money back guarantee so if there’s any problem then come back to us however today when I went back the staff in Clinique said no it’s against our policy"
customer support,Hi I bought a foundation from clinique and I had to send it back to clinique as it was not my match and the product did not say what it said
customer support,Hi I just bought a new product today and it's production date is expired
customer support,"Hi Angela, I have a bottle of Clinique acne solutions cleansing foam which I purchased in heathrow airport. iv been using it for the past few weeks. the pump on the bottle no longer seems to work however, there is still plenty of product in the bottle"
customer support,Hi i wonder if u can x i went i to Boots in cardiff yesturday and i picked up the wrong colour foundation only realised this when i went to put it on this morning x is there anything u can do x many thanks i have used one drop out of this x
customer support,"Hi Sam - have just purchased pop lip shadow and am unsure how to put it together and activate colour. Also, do I them leave it assembled? Sorry to be a wombat on this!"
customer support,Hi Angela. I have been buying aromatics by Clinique since the 1990's!!! Just loved it. But the last one I bought at Glasgow Airport in June 2017 appears to be faulty or not up to usual aromatics smell... even my husband or friends do not comment on the fragrance from me. I paid nearly £50 for the 100ml but am not a happy person.
customer support,"Hi there, I bought the stay Matt foundation at the recommendation of one of the advisors on the Clinique counter at the weekend... But I'm really disappointed with it"
customer support,"hi, I have been using your kohl pencil eyeliner with the gray sharpener lid for a long time and now have been told they are discontinued, is there any surplus stock please as I cannot use anything else, I'm happy to pay owever much it is as any other eyeliner irritates my eyes"
customer support,hi emma. how do i choose next day delivery on checkout?
customer support,"Hi had my delivery and one of the products is faulty, the eyeliner does not wind for the product to come out"
customer support,Hi I have just purchased a Clinique pop lipstick. The writing on the lid is raised. I have bought this lipstick loads of times before and it never has raised writing. The seller said this is the new design is this correct or is it counterfeit? Thanks.
customer support,"hi Laura, so ive on occasion been using my wife's clinic face cream, so this xmas she bought me a male skin cream, face watch and shaving gel set through the website. only thing is that the one she has bought me makes my skin literally peel off my face! so ive stopped using it. i don't have the heart to tell her, so can u help me hoefuly change it for the one that doesn’t make my skin flack."
customer support,"Hi Pamela, it's leonie. I wonder if you can help me, I purchased a cleansing brush online here last week as I've been a clinique customer for over 27 years"
customer support,"hi, i bought a foam anti blemish face was from your counter in a debenhams store on monday and i went to use it yesterday and the pump does not work"
customer support,"Hi Angela I have just been to House of Fraser in Manchester today and have bought the Clinique smart night cream, unfortunately I have noticed when I got hike that I have bought the cream for type 3/4 rather that very dry - is it going to make a huge difference as I am unlikely to be able to go to Manchester again for a while."
customer support,Hi in a set I got the pep start quick cleansing swipes in like the little pods and I can’t find them on the website can u not buy them in the pods not in a set ?
customer support,"Hi, I bought the sonic system cleansing brush last night. My friend bought hers today from a john lewis store and she got a free travel case with it. Are you able to let me know if my purchase comes with one. Or how I am able to get one?"
add to wishlist,add all to wishlist
add to wishlist,after paying I noticed that there were none of these usual items added in the bag - the assistant usually makes a point of saying I've popped a few bits in there for you. I felt a little disappointed so I did ask to be told - that she didn't have any and this is not something that clinique do?
add to wishlist,add to wishlist
introduction,My name is helen muzuri
introduction,I am Julie
introduction,I am called Ann
introduction,My name is Bernadette .
introduction,It's kim
introduction,It's Elisabeth again!
introduction,my name is abi
introduction,My name is helen
frustration,Sorry just had to accept a parcel
frustration,Damn
complementary,Hello. what concealer would go well with even better wear foundation?
complementary,Ah sorry I wasn't sure if you meant the origins one will be good with the sonic or the city block one!
complementary,can I use that with my new Sonic Brush
complementary,Hello Angela Your recommendation for a complementary lip liner to go with All Heart Soft Shine long last lipstick please.
complementary,hi please can you suggest a concealer and powder to go with a ivory foundation please
complementary,also. I would like to try the all about eyes concealer. what is the best shade to go with the Alabaster foundation?
complementary,No. you say it can be used with a moisturiser
complementary,Generally a milk or oil but I don't think I can use them with the sonic brush?
complementary,I currently wear the Even Better glow foundation in Bone. Can you suggest colours for the Airbrush concealer and the Superpowder double face powder that will go with this foundation.
complementary,Hi there I use super balance foundation in vanilla 5. What colour concealer would you use with that? I‚Äôd like the one for fine lines I think
complementary,I was just wondering what's the best colour powder to go with the beyond perfection foundation colour linen
complementary,hi please can you recommend a concealer and good coverage powder to go with an ivory foundation that is a good coverage
complementary,hi what is the best concealer for dark circles under eye to go over a foundation?
complementary,They look perfect. Im going to ask for the intense cafe shade for christmas! i may get the intense blush shade to go with another lipstick i have too!
complementary,What colour foundation would go with the Ivory. I have 58 Honey and No 4 in moisture surge foundation?
complementary,Okay and is there a lip liner that will go with this
complementary,So for the line smoothing concealer what shade could you recommend? I use the highlighting concealer in neutral fair & I'm fairly light skin with dark hair & eyes
complementary,Okay great thank you. can I use this with a spot moisturizer?
complementary,I have really sensitive skin and I still haven't found the best face wash! What is the best clinque face wash to use with this brush?
frustration,it doesnt come off
frustration,disaster
frustration,I am very cross that this is turning out to be such a complicated and inefficient prices. I am suffering with an illness as is my husband and this does not help.
frustration,Jennifer is a bitch
frustration,what a waste oftime
frustration,"but None of your emails get to any of my boxes, Except teh one that came to say I Should be getting offer emails!!!"
frustration,The lady was rude.
frustration,I can even have a bath and it's still there - it's really awful
frustration,"Yes, I know, and that is what is so frustrating as it is always the same! Why is that?"
frustration,"right i think i wasted sp much money haven't i, god damn i thought meant better"
frustration,Now you appear to be ignoring me..
frustration,Oh bloody hell so what is the equivalent one please
product not found,and are you still doing any offers on the buffing foundation brush?
product not found,I still don't seem to be able to see it. Do they still do this colours?
product not found,Hi do you still do something called youth surge? X
product not found,Hi there. I've been looking at getting a new product for my face and I can't decide between Clinique and another brand. I am wondering if you still sell your trial kits? Thank you
product not found,Do they still do the supetmois
product not found,O dearüò¢. Does that mean it won‚Äôt be back in stock?
product not found,I‚Äôm trying to find my shade of foundation and I think something has changed since last time I bought it
product not found,do you also have samples of blusher in store?
product not found,do you still sell the happy perfumes
product not found,hi I am looking for a waterproof mascara. The one I had before had to be removed with warm water . Do you still do this one cannot find it?
product not found,finally. i wear bare minerals bronzers at the moment and am looking to swap to clinque if this works for me. do you only have one bronzers?
product not found,I'm having a bit of problem finding the foundation I think I have already. I went to Debenhams and tried to buy the Even Better that I've been buying for ages but was told that all the shade number has changed. I bought what I was told was the same colour but it clear wasn't when I got home. I went back and spoke to someone else who gave me a sample of a colour of 40? but can't find it on here
product not found,Okay thanks - do you also sell any kits for contouring ??
product not found,Ok thank you. I also looked at the Clinique smart custom moisturizer. but is this for older skin? Do you ever do samples of the super defence?
product not found,Hi Sam. I am trying to find my correct shade in the BIY pigment drops
product not found,oh that‚Äôs good! I know I was able to try a tester when I first used Supermoisture. Do they still do tester pots please?
product not found,Hi. I dont live near a department store that sells clinique to try out foundation shades. Do you ever do sample via post? I love all m clinique skin care which i buy online direct
product not found,do you still do that one?i
product not found,You used to do a colours called fine wine ages ago and I am trying to find something similar to that!
product not found,Hi. I am trying to find Make up remover for lids and cannot see it. Only as a gift to the bonus time offer
product not found,Do you still do the mystic lip gloss please?
product not found,do you not sell key-rings or something
product not found,do you still sell the 'up-lighting' liquid illuminate please?
product not found,Do you still sell the foundation 'super moisture makeup' please?
product not found,I cannot find anything on your website
product not found,I have a favorite lipstick which none of the stores in my vicinity ever seem to have in stock. it comes in a silver lipstick case. Rose Shimmer No.61 how or where can I get hold of of this product?
product not found,I am trying to find a replacement foundation makeup to replace my 'Clinique Supermoisture that has now been discontinued. I need one for that is the best for moisturizing. I have tried a replacement one recomended by the Clinique representative but have found it very drying. I felt that I has a face pack on after a while short while. It was much thinner and did not cover as well.
product not found,Hello. I'm just wondering if the superfine eyebrow pencil has been discontinued? I cannot seem to find it online and it seems to be out of stock in many retailers lately
product not found,also. I am in Oxford is it possible to find it in store ?
product not found,Hi Sam I was wondering weather you still sell your age defense B.B. cream spf 30 ?
product not found,Sorry yes just one more thing. Do you still do the black eye lining pen. It it a liquid liner on a brush.
product not found,Hi. I am trying to find a product for my mother in law that she has had in the past but can no longer find
product not found,Hi I was wondering if you still sell the clinique acne solutions all over clearing treatment range?
product not found,Do you still sell city block with spf 40?
product not found,Do you still do travel size ??
product not found,Hi I‚Äôm having trouble finding colours surge butter shine lipstick 426 Perfect Plum. I live in Saffrom Walden CB114BJ. Can you help?
product not found,Hi Angela - I am having great difficulty in obtaining the super fine eyebrow pencil in soft brown - is the product now discontinued please?
product not found,i'm wondering if you still have the lipstick box
product not found,I am trying to find some moisture surge cc cream in a compact form in medium and cannot find any .I have been using it for a few years now and I love it. Can you help me please.
product not found,Good evening Jennifer. I am trying to obtain the small brush/foam eye shadow applicator. I have used Clinique since the early 70's and usually wash the brushes but of late they seem to have disintegrated rather quickly.
product not found,I am trying to find stock of this item. I know it is now discontinued but can you advise of any stock anywhere
product not found,ah right. I am trying to find the right shade for me as I haven‚Äôt got much time to go to a clinqiue store near me
product not found,Good evening. I have always used your Supermoisture foundation neutral shade. but now that it‚Äôs no longer available I have been trying to find an alternative. I ordered your even better glow foundation in the same neutral shade but was disappointed that the shade is quite a lot darker than the super moisture neutral. Could you please advise me the nearest shade to super moisture neutral in the even better glow please?
product not found,Do you only sell full sized pots? Or Can I order a travel size to try it?
product not found,Hi I have been trying for months to get hold of the anti-blemish solution shade 10 but it has been 'temporarily' out of stock since June. Asked nearly every counter I've come across and no one seems to have it in stock
product not found,Hi. Could you please advise when the anti blemish deep cleansing brush is expected to be back in stock?
product not found,Ok thank you very much. Do you ever do samples of the super defence so I could test it?
product not found,Hello. Do you still do the high lengths mascara in brown?
product not found,Hi Angela. do you still do all about eyes serum?
product not found,Do you still do the Butter Shine range of lipsticks? It's my favorite lipstick ever!
customer support,Hi I purchased a even better glow foundation after doing the online test. Neutral was recommended but it’s too dark. What shade is lighter please in the Dewey finish?
customer support,"Hi Angela, This might be a Boots issue, but I recently went in store and purchased a foundation - I purchased a second product (chubby stick) so I could get the gift set but wasn't entitled. Is this correct?>"
customer support,"Hi, I'm trying to contact clinique at Trafford center Manchester. Do you have a contact number please"
customer support,"Hi I was scrolling through instagram and it said I can get a free beauty cleansing at Clinique so i picked double cleansing and high defanition brows and lashes ,is this free because I booked it for Sunday at 3pm and lakeside ?"
customer support,Hi I bought clibique foundation cushion but to dry
customer support,"Hi, i've recently purchased few products online but unfortunately my skin didn’t react to well to one of the creams so can I exchange it for something else?"
customer support,"hi- I bought a foundation from you a few weeks ago, and there is a problem with the bottle"
customer support,"Hi Sam, I recently purchased your Dark Spot Corrector back in August but after 2 months of use, noticed no difference to my skin which was a shame"
customer support,Hi. I bought a foundation in advise from one of your shops in Gatwick airport. The colour the sales assistant recommended is far too dark. Just thought I would ask if there is anything you can do?
customer support,Hi I have bought some foundation from Clinique stands before and can't remember which colour it was the even better when I have been in they have this recorded so u have record at all
customer support,"Hi, i visited my local Clinique counter in Boots today as I recently got a sample of beyond perfecting shade 8 which is the correct depth of colour but I feel it makes me look a bit ‘Donald Trump’ . The assistant was lovely, I explained to her that was hiding a facial birthmark so she gave me a little sample of continuous coverage shade 2 to try. I have had a little go with it tonight and am very impressed with the coverage that it has given but again, the shade isn’t great. I’ve just come online to check the shade range and no 2 is the only one? Is this on its way to becoming discontinued?thanks"
customer support,"Hi, I recently contacted regarding superdefence eye cream with spf 20. It is out of stock every where I try and buy it but was told it is not discontinued? It has been out of stock for weeks. Please can you confirm if it will be back in stock please"
customer support,"Hi Lisa, I just picked up my eyeliner and it included the offer set but the eyeliner isn't in there?"
customer support,Hi Paula - I’m booked for the Clinique event on Thursday with Caroline Hirons. I need to change this. Who can I contact?
customer support,Hi Lisa. I got a phone call from Kirsty to say my booking for 25/10 at 9pm had to be concealed due to staffing issues and it was rebooked for Nov 2 at 9pm. I got a cancellation email but not for the rebooking.
customer support,"Hi Sam I am enquiring about the airbrush concealer and if you could recommend a shade fir me ,I have purchased the even better foundation in neutral and I also have it in porcelain beige thankyou"
customer support,"Hi, I had an e-mail saying i was charged delivery? im confused as it says free delivery at the top of the page?"
customer support,"Hi, I bought your mascara not long ago but it's gone all clumpy. What can i do to fix it?"
customer support,"Hi, I have previously purchased your redness solution foundation in Ivory, was thinking of trying you Even Better foundation and purchasing online. Would the shade ivory be the same or would I need to have a new colour match? Thanks"
customer support,Hi I bought a lip shadow and it’s come in 2 parts. Just wondering how to use it/ should I keep it in 2parts?
customer support,hi I have been advised to contact clinique direct by my local clinique counter following a previous experience
customer support,Hi I am looking at your matte foundation and wondered if u do a tester option as I don’t want to pay the full price if it reacts to my skin?
customer support,Hi I bought the Clinique Matt foundation at the weekend an the advisor sold me iv
customer support,"Hi Dawn, I have purchased a few products from Clinique but one of them is giving me a really bad skin reaction(red irritated skin, ichiness, dry red patches)"
customer support,Hi - I purchased some items from boots and I think they saved my choices in case I wanted to replenish them - is there any way of obtaining this information?
customer support,Hi Angela! Just a quick query! My daughter is an allergy anaphaloxos sufferer and we are finding aloe of make up causes a reaction :( we spoke to the girls in-store but they didn't have samples to take away for us to try in a controlled environment and said to contact the website
customer support,Hi Angela; yesterday I bought 2 products from the Clinique counter in my local Debenhams store and spent £45.Was the free gift offer on in this store as I did not receive it?
